POINT_X,POINT_Y,Z
482800.3553,2821986.908,12
482816.7672,2821986.908,12
482833.1791,2821986.908,11.8841
482849.591,2821986.908,11.5977001
482866.0029,2821986.908,11.3657999
482882.4148,2821986.908,11.0488005
482898.8267,2821986.908,10.8866997
482915.2386,2821986.908,10.5240002
482931.6505,2821986.908,10.0861998
482948.0624,2821986.908,10
482964.4743,2821986.908,10
482980.8862,2821986.908,10
482997.2981,2821986.908,9.6481895
483013.71,2821986.908,8.85077
483030.1219,2821986.908,8.2073097
483046.5338,2821986.908,8
483062.9458,2821986.908,8
483079.3577,2821986.908,8
483095.7696,2821986.908,8
483112.1815,2821986.908,8
483128.5934,2821986.908,8
483145.0053,2821986.908,8
483161.4172,2821986.908,8
483177.8291,2821986.908,8
483194.241,2821986.908,8
483210.6529,2821986.908,8
483227.0648,2821986.908,8
482504.9409,2821970.496,12
482521.3528,2821970.496,12
482537.7648,2821970.496,12
482554.1767,2821970.496,12
482570.5886,2821970.496,12
482587.0005,2821970.496,12
482603.4124,2821970.496,12
482619.8243,2821970.496,12
482636.2362,2821970.496,12
482652.6481,2821970.496,12
482669.06,2821970.496,12
482685.4719,2821970.496,12
482701.8838,2821970.496,12
482718.2957,2821970.496,12
482734.7076,2821970.496,12
482751.1195,2821970.496,12
482767.5314,2821970.496,12
482783.9433,2821970.496,12
482800.3553,2821970.496,12
482816.7672,2821970.496,11.8231001
482833.1791,2821970.496,11.6777
482849.591,2821970.496,11.3396997
482866.0029,2821970.496,11.1956997
482882.4148,2821970.496,11.0488005
482898.8267,2821970.496,10.8573999
482915.2386,2821970.496,10.3289003
482931.6505,2821970.496,10.1583004
482948.0624,2821970.496,10
482964.4743,2821970.496,9.6486702
482980.8862,2821970.496,9.6485701
482997.2981,2821970.496,8.8661804
483013.71,2821970.496,8
483030.1219,2821970.496,8
483046.5338,2821970.496,8
483062.9458,2821970.496,8
483079.3577,2821970.496,8
483095.7696,2821970.496,8
483112.1815,2821970.496,8
483128.5934,2821970.496,8
483145.0053,2821970.496,8
483161.4172,2821970.496,8
483177.8291,2821970.496,8
483194.241,2821970.496,8
483210.6529,2821970.496,8
483227.0648,2821970.496,8
482504.9409,2821954.084,12
482521.3528,2821954.084,12
482537.7648,2821954.084,12
482554.1767,2821954.084,12
482570.5886,2821954.084,12
482587.0005,2821954.084,12
482603.4124,2821954.084,12
482619.8243,2821954.084,12
482636.2362,2821954.084,12
482652.6481,2821954.084,12
482669.06,2821954.084,12
482685.4719,2821954.084,12
482701.8838,2821954.084,12
482718.2957,2821954.084,12
482734.7076,2821954.084,12
482751.1195,2821954.084,12
482767.5314,2821954.084,12
482783.9433,2821954.084,12
482800.3553,2821954.084,11.8214998
482816.7672,2821954.084,11.8648996
482833.1791,2821954.084,11.6774998
482849.591,2821954.084,11.4963999
482866.0029,2821954.084,11.1934996
482882.4148,2821954.084,10.8836002
482898.8267,2821954.084,10.8783998
482915.2386,2821954.084,10.2783003
482931.6505,2821954.084,9.8070698
482948.0624,2821954.084,9.4995604
482964.4743,2821954.084,9.3314199
482980.8862,2821954.084,8.83743
482997.2981,2821954.084,8.2027197
483013.71,2821954.084,8
483030.1219,2821954.084,8
483046.5338,2821954.084,8
483062.9458,2821954.084,8
483079.3577,2821954.084,8
483095.7696,2821954.084,8
483112.1815,2821954.084,8
483128.5934,2821954.084,8
483145.0053,2821954.084,8
483161.4172,2821954.084,8
483177.8291,2821954.084,8
483194.241,2821954.084,8
483210.6529,2821954.084,8
483227.0648,2821954.084,8
482504.9409,2821937.672,12
482521.3528,2821937.672,12
482537.7648,2821937.672,12
482554.1767,2821937.672,12
482570.5886,2821937.672,12
482587.0005,2821937.672,12
482603.4124,2821937.672,12
482619.8243,2821937.672,12
482636.2362,2821937.672,12
482652.6481,2821937.672,12
482669.06,2821937.672,12
482685.4719,2821937.672,12
482701.8838,2821937.672,12
482718.2957,2821937.672,12
482734.7076,2821937.672,12
482751.1195,2821937.672,12
482767.5314,2821937.672,12
482783.9433,2821937.672,11.8253002
482800.3553,2821937.672,11.8439999
482816.7672,2821937.672,11.8572998
482833.1791,2821937.672,11.6506996
482849.591,2821937.672,11.3543997
482866.0029,2821937.672,11.1934996
482882.4148,2821937.672,11.0270004
482898.8267,2821937.672,10.8836002
482915.2386,2821937.672,10.5200996
482931.6505,2821937.672,9.3550396
482948.0624,2821937.672,9.18326
482964.4743,2821937.672,9.0045404
482980.8862,2821937.672,8.51894
482997.2981,2821937.672,8
483013.71,2821937.672,8
483030.1219,2821937.672,8
483046.5338,2821937.672,8
483062.9458,2821937.672,8
483079.3577,2821937.672,8
483095.7696,2821937.672,8
483112.1815,2821937.672,8
483128.5934,2821937.672,8
483145.0053,2821937.672,8
483161.4172,2821937.672,8
483177.8291,2821937.672,8
483194.241,2821937.672,8
483210.6529,2821937.672,8
483227.0648,2821937.672,8
482504.9409,2821921.26,12
482521.3528,2821921.26,12
482537.7648,2821921.26,12
482554.1767,2821921.26,12
482570.5886,2821921.26,12
482587.0005,2821921.26,12
482603.4124,2821921.26,12
482619.8243,2821921.26,12
